bva_id,bva_doi,bva_year,bva_author,bva_title,bva_organism,citing_doi,citing_year,citing_author,citing_title,citing_topic,species_match,historiographic,type
36,10.1007/bf02108515,1923,Weiss,Die Transplantation von entwickelten Extremitäten bei Amphibien,Amphibia,10.2535/ofaj1922.13.6_631,1935,Tatsuo Fukai,Experimentelle Beitr^|^auml;ge zur Blutgef^|^auml;ssbildung bei Amphibienlarven,Orthopedic Infections and Treatments,related_taxon,False,article
37,10.1007/bf02108516,1923,Weiss,Die Transplantation von entwickelten Extremitäten bei Amphibien,Amphibia,10.1007/bf02292965,1924,Paul Weiß,Die Funktion transplantierter Amphibienextremitäten,Organ and Tissue Transplantation Research,related_taxon,False,article
37,10.1007/bf02108516,1923,Weiss,Die Transplantation von entwickelten Extremitäten bei Amphibien,Amphibia,10.1007/bf02083729,1925,Viktor Hamburger,Über den Einfluss des Nervensystems auf die Entwicklung der Extremitäten von Rana fusca,Bat Biology and Ecology Studies,related_taxon,False,article
37,10.1007/bf02108516,1923,Weiss,Die Transplantation von entwickelten Extremitäten bei Amphibien,Amphibia,10.1007/bf02079022,1926,Paul Weiß,Ganzregenerate aus Halbem Extremitätenquerschnitt,3D Printing in Biomedical Research,phenomenon_only,False,article
37,10.1007/bf02108516,1923,Weiss,Die Transplantation von entwickelten Extremitäten bei Amphibien,Amphibia,10.1007/bf02080804,1927,Hans Przibram,Deutungen spiegelbildlicher Lurcharme,Reformation and Early Modern Christianity,phenomenon_only,False,article
37,10.1007/bf02108516,1923,Weiss,Die Transplantation von entwickelten Extremitäten bei Amphibien,Amphibia,10.1007/bf02254264,1925,Paul Weiß,Abhängigkeit der Regeneration entwickelter Amphibien-extremitäten vom Nervensystem,Neuroscience and Neural Engineering,related_taxon,False,article
37,10.1007/bf02108516,1923,Weiss,Die Transplantation von entwickelten Extremitäten bei Amphibien,Amphibia,10.1007/bf02292966,1924,Paul Weiß,Regeneration an transplantierten Extremitäten entwickelter Amphibien,Organ and Tissue Transplantation Research,related_taxon,False,article
37,10.1007/bf02108516,1923,Weiss,Die Transplantation von entwickelten Extremitäten bei Amphibien,Amphibia,10.1007/bf01380618,1933,Dietrich Bodenstein,Beintransplantationen an Lepidopterenraupen II,Entomological Studies and Ecology,phenomenon_only,False,article
37,10.1007/bf02108516,1923,Weiss,Die Transplantation von entwickelten Extremitäten bei Amphibien,Amphibia,10.1007/978-3-662-41090-5_16,1928,O. Mangold,Entwicklungsmechanik der Tiere,Digestive system and related health,phenomenon_only,False,book-chapter
37,10.1007/bf02108516,1923,Weiss,Die Transplantation von entwickelten Extremitäten bei Amphibien,Amphibia,10.1007/bf02251936,1928,H. Kolbow,Experimentell verursachte Bildung von Armen aus ursprünglichem Beinmaterial bei Triton,Mineralogy and Gemology Studies,related_taxon,False,article
37,10.1007/bf02108516,1923,Weiss,Die Transplantation von entwickelten Extremitäten bei Amphibien,Amphibia,10.1007/bf00577406,1951,H. Hubl,�ber formbildende Beeinflussung der Regeneration am Hinterende bei Lumbriciden durch Implantation von Kopfregenerationsgewebe,Environmental Science and Water Management,phenomenon_only,False,article
37,10.1007/bf02108516,1923,Weiss,Die Transplantation von entwickelten Extremitäten bei Amphibien,Amphibia,10.1002/jez.1400960107,1944,Hsi Wang,Interbreed transplantation of definitive papillae as a means of analyzing feather pigmentation in fowl,melanin and skin pigmentation,phenomenon_only,False,article
37,10.1007/bf02108516,1923,Weiss,Die Transplantation von entwickelten Extremitäten bei Amphibien,Amphibia,10.1007/978-3-642-91039-5_44,1926,Hans Przibram,Regeneration und Transplantation bei Tieren,Tissue Engineering and Regenerative Medicine,phenomenon_only,False,book-chapter
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1002/aja.1000500103,1932,Carl R. Moore,"Gonad hormone functions, and the reciprocal influence between gonads and hypophysis with its bearing on the problem of sex hormone antagonism",Sexual Differentiation and Disorders,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1210/en.2013-1816,2013,P. Södersten,Eugen Steinach: The First Neuroendocrinologist,Neuroendocrine regulation and behavior,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/s00048-026-00439-7,2026,Xenia Steinbach,"„If Hormones Make the Man, What Makes the Woman?“","Historical Studies on Reproduction, Gender, Health, and Societal Changes",phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1186/s13293-026-00848-2,2026,Birgit Stammberger,The persisting presence of absence in female sex development: a critical interdisciplinary reflection,Sexual Differentiation and Disorders,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/s40656-015-0092-8,2015,Michael Dietrich,Experimenting with sex: four approaches to the genetics of sex reversal before 1950,"Race, Genetics, and Society",phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1002/jez.1400420403,1925,Frederick Hisaw,"The influence of the ovary on the resorption of the pubic bones of the pocket gopher, Geomys bursarius (Shaw)",Evolution and Paleontology Studies,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf02554654,1920,,I. Entwicklung des Problems,Public Administration and Political Analysis,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/s10739-007-9130-z,2007,Cheryl A. Logan,"Overheated Rats, Race, and the Double Gland: Paul Kammerer, Endocrinology and the Problem of Somatic Induction","Historical Studies on Reproduction, Gender, Health, and Societal Changes",phenomenon_only,True,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1002/aja.1000370207,1926,Carl R. Moore,On the properties of the gonads as controllers of somatic and psychical characteristics IX. Testis graft reactions in different environments (Rat),Sperm and Testicular Function,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf02554426,1920,E. Steinach,Klima und Mannbarkeit,Economic and Social Issues,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1126/science.52.1350.469.b,1920,Carl G. Hartman,"The Free-Martin and Its Reciprocal: Opossum, Man, Dog","Communism, Protests, Social Movements",phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/978-3-662-43064-4_1,1927,W. Falta,Die Erkrankungen der Blutdrüsen,Biomedical and Chemical Research,phenomenon_only,False,book-chapter
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/978-3-642-91065-4_5,1928,W. Biedermann,Vergleichende Physiologie des Integuments der Wirbeltiere,Cellular Mechanics and Interactions,phenomenon_only,False,book-chapter
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf02554468,1920,Alfred Kohn,Der Bauplan der Keimdrüsen,Medical and Health Sciences Research,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf02554416,1920,E. Steinach,Künstliche und natürliche Zwitterdrüsen und ihre analogen Wirkungen,Polyamine Metabolism and Applications,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf02554417,1920,E. Steinach,Histologische Beschaffenheit der Keimdrüse bei homosexuellen Männern,Genital Health and Disease,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1002/path.1700500211,1940,V. Korenchevsky,Pathological changes in the sex organs after prolonged administration of sex hormones to female rats,Endometriosis Research and Treatment,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/978-1-4684-4784-2_9,1985,Kurt Freund,Cross-Gender Identity in a Broader Context,Hormonal and reproductive studies,phenomenon_only,False,book-chapter
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf02554387,1918,Alexander Lipschütz,Die Gestaltung der Geschlechtsmerkmale durch die Pubertätsdrüsen,Sociology and Education Studies,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf00361102,1994,S. J. Counce,"Archives for developmental mechanics W. Roux, editor (1894?1924)",Historical Education Studies Worldwide,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1002/jez.1915,2015,Cheryl A. Logan,Controlling and culturing diversity: Experimental zoology before World War II and Vienna's<i>Biologische Versuchsanstalt</i>,Philosophy and History of Science,phenomenon_only,True,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1016/0002-9416(54)90168-2,1954,C.M. Seipel,Developmental disturbances and malocclusion of the teeth produced by androgen treatment in the monkey (Macaca mulatta),Primate Behavior and Ecology,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf02887372,1920,Walter Grossmann,Endokrine und psychische mechanismen in der Ätiologie der Sexualinversion,"Sexuality, Behavior, and Technology",phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf02593642,1921,W. Harms-Marburg,Untersuchungen über das Biddersche Organ der männlichen und weiblichen Kröten,Entomological Studies and Ecology,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1016/s0002-9378(34)90896-6,1934,P. J. Melnick,Theca cell tumors of the ovary,Ovarian cancer diagnosis and treatment,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1002/ar.1090560305,1933,Warren O. Nelson,Studies on the anterior hypophysis. III. The anterior hypophysis in vitamine E‐deficient rats,Growth Hormone and Insulin-like Growth Factors,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf02093642,1923,Yoshitaka Kitahara,Über die Entstehung der Zwischenzellen der Keimdrüsen des Menschen und der Säugetiere und über deren physiologische Bedeutung,Medical and Health Sciences Research,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/978-3-642-91039-5_25,1926,B. Romeis,"Hoden, samenableitende Organe und accessorische Geschlechtsdrüsen",Genital Health and Disease,phenomenon_only,False,book-chapter
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1002/jez.1400330104,1921,Carl R. Moore,On the physiological properties of the gonads as controllers of somatic and psychical characteristics. III. Artificial hermaphroditism in rats,Human Health and Disease,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf01835718,1921,Otto Zietzschmann,Über Funktionen des weiblichen Genitale bei Säugetier und Mensch,Historical Gender and Feminism Studies,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1002/aja.1000440106,1929,Earl T. Engle,Pituitary‐Gonadal mechanism and hetero‐sexual ovarian grafts,Ovarian function and disorders,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf01492005,1921,W. Harms,Das Problem der Geschlechtsumstimmung und die sogenannte Verj�ngung,"Art, Aesthetics, and Perception",phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1098/rspb.1923.0025,1923,F. A. E. Crew,Studies in intersexuality. I.—A peculiar type of developmental intersexuality in the male of the domesticated mammals,Insect Utilization and Effects,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf02638244,1918,Alexander Lipschütz,Umwandlung der Clitoris in ein penisartiges Organ bei der experimentellen Maskulierung,Bioethics and Human Rights Issues,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf01992106,1923,Z. Morgenstern,Zur Frage des morphologischen Verhaltens des Hodens bei akuten Infektionskrankheiten,Dermatology and Skin Diseases,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1126/science.52.1350.469-a,1920,Roy L. Moodie,The Works of Ameghino,Walter Benjamin Studies Compilation,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf02227158,1928,Hans Otto Neumann,Analoge Keimepithelblastome der Hoden und der Ovarien sowie ihr Vorkommen beim menschlichen Zwitter oder Scheinzwitter,Cancer and Skin Lesions,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/978-3-642-47997-7_1,1931,A. Priesel,Die Mißbildungen der männlichen Geschlechtsorgane,Medical and Health Sciences Research,phenomenon_only,False,book-chapter
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/978-3-642-90623-7_7,1919,Paul Kammerer,"Steinachs Forschungen über Entwicklung, Beherrschung und Wandlung der Pubertät",Psychoanalysis and Social Critique,phenomenon_only,False,book-chapter
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf01892733,1936,R Weyeneth,"Sieben verschiedene Typen des Hermaphroditismus externus, glandularis und neuter beim Menschen",Sexual Differentiation and Disorders,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf02322295,1928,A. Pézard,Die Bestimmung der Geschlechtsfunktion bei den Hühnern,Animal Behavior and Welfare Studies,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/978-3-642-96016-1_1,1930,Julius Tandler,Anatomie und topographische Anatomie der weiblichen Genitalien,Myofascial pain diagnosis and treatment,phenomenon_only,False,book-chapter
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1002/jez.1400330204,1921,Carl R. Moore,On the physiological properties of the gonads as controllers of somatic and psychical characteristics. IV. Gonad transplantation in the guinea‐pig,Organ and Tissue Transplantation Research,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf02554384,1918,Viktor Patzelt,"Über verschiedene Mißbildungen beim Frosch, zugleich ein Beitrag zur Histologie und Entwicklungsgeschichte des Urogenitalapparates",Medical and Health Sciences Research,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1242/jeb.4.3.227,1927,Alexander Lipschütz,On A Peculiar Type of Intersexuality in the Guinea-Pig,Sexual Differentiation and Disorders,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/978-3-642-91039-5_11,1926,Knud Sand,Der Hermaphroditismus bei Wirbeltieren in experimenteller Beleuchtung),Forensic Entomology and Diptera Studies,phenomenon_only,False,book-chapter
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf02108127,1924,Felix Sieglbauer,Zur Frage der Zwischenzellen,"Psychology, Coaching, and Therapy",phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf00575687,1930,D. Gostimirović,Über den angeblichen Einfluss der Blutgefässversorgung auf das Geschlecht der Embryonen,Medical and Health Sciences Research,phenomenon_only,False,article
38,10.1007/bf02161597,1916,Steinach,Pubertätsdrüsen und Zwitterbildung,,10.1007/bf02280582,1930,Chr Geller,Zellveränderungen im Eierstock der geschlechtsreifen weißen Maus nach Röntgenbestrahlung,Reproductive Biology and Fertility,phenomenon_only,False,article
